audio_id,split,speaker
ddc_dzo_05301,labeled,Dorji
ddc_dzo_06505,labeled,Romeo
ddc_dzo_06597,labeled,Romeo
ddc_dzo_04297,labeled,Romeo
ddc_dzo_00110,labeled,Romeo
ddc_dzo_05650,labeled,Romeo
ddc_dzo_04035,labeled,Romeo
ddc_dzo_08968,labeled,Romeo
ddc_dzo_06623,labeled,Dorji
ddc_dzo_06181,labeled,Romeo
ddc_dzo_06764,labeled,Romeo
ddc_dzo_04569,labeled,Romeo
ddc_dzo_08239,labeled,Romeo
ddc_dzo_08601,labeled,Romeo
ddc_dzo_09422,labeled,Romeo
ddc_dzo_02432,labeled,Romeo
ddc_dzo_09114,labeled,Romeo
ddc_dzo_08174,labeled,Romeo
ddc_dzo_03078,labeled,Romeo
ddc_dzo_09528,labeled,Romeo
ddc_dzo_08302,labeled,Romeo
ddc_dzo_02445,labeled,Romeo
ddc_dzo_00850,labeled,Romeo
ddc_dzo_02602,labeled,Romeo
ddc_dzo_08204,labeled,Romeo
ddc_dzo_02947,labeled,Romeo
ddc_dzo_04604,labeled,Romeo
ddc_dzo_00899,labeled,Romeo
ddc_dzo_09279,labeled,Romeo
ddc_dzo_01177,labeled,Romeo
ddc_dzo_05412,labeled,Thinley
ddc_dzo_09334,labeled,Romeo
ddc_dzo_08168,labeled,Romeo
ddc_dzo_06941,labeled,Romeo
ddc_dzo_09083,labeled,Romeo
ddc_dzo_06976,labeled,Romeo
ddc_dzo_05814,labeled,Romeo
ddc_dzo_03269,labeled,Romeo
ddc_dzo_07285,labeled,Romeo
ddc_dzo_00272,labeled,Romeo
ddc_dzo_01909,labeled,Romeo
ddc_dzo_00095,labeled,Romeo
ddc_dzo_01762,labeled,Romeo
ddc_dzo_07149,labeled,Romeo
ddc_dzo_03135,labeled,Romeo
ddc_dzo_04023,labeled,Romeo
ddc_dzo_02535,labeled,Romeo
ddc_dzo_09132,labeled,Romeo
ddc_dzo_05823,labeled,Romeo
ddc_dzo_00437,labeled,Romeo
ddc_dzo_06143,labeled,Romeo
ddc_dzo_06706,labeled,Romeo
ddc_dzo_06864,labeled,Romeo
ddc_dzo_03842,labeled,Romeo
ddc_dzo_06058,labeled,Romeo
ddc_dzo_00564,labeled,Romeo
ddc_dzo_07617,labeled,Romeo
ddc_dzo_07605,labeled,Romeo
ddc_dzo_09975,labeled,Thinley
ddc_dzo_00747,labeled,Romeo
ddc_dzo_08495,labeled,Romeo
ddc_dzo_02980,labeled,Thinley
ddc_dzo_00441,labeled,Romeo
ddc_dzo_08865,labeled,Romeo
ddc_dzo_08552,labeled,Romeo
ddc_dzo_09184,labeled,Romeo
ddc_dzo_05215,labeled,Romeo
ddc_dzo_00650,labeled,Thinley
ddc_dzo_08969,labeled,Romeo
ddc_dzo_09129,labeled,Romeo
ddc_dzo_09822,labeled,Romeo
ddc_dzo_03138,labeled,Romeo
ddc_dzo_06479,labeled,Romeo
ddc_dzo_00655,labeled,Romeo
ddc_dzo_01508,labeled,Romeo
ddc_dzo_02673,labeled,Romeo
ddc_dzo_01174,labeled,Romeo
ddc_dzo_09786,labeled,Romeo
ddc_dzo_04774,labeled,Romeo
ddc_dzo_06773,labeled,Romeo
ddc_dzo_03252,labeled,Romeo
ddc_dzo_04952,labeled,Romeo
ddc_dzo_03033,labeled,Dorji
ddc_dzo_02110,labeled,Romeo
ddc_dzo_03323,labeled,Romeo
ddc_dzo_02273,labeled,Romeo
ddc_dzo_07110,labeled,Romeo
ddc_dzo_04259,labeled,Romeo
ddc_dzo_08813,labeled,Romeo
ddc_dzo_06364,labeled,Romeo
ddc_dzo_01780,labeled,Romeo
ddc_dzo_06765,labeled,Romeo
ddc_dzo_04837,labeled,Romeo
ddc_dzo_04447,labeled,Romeo
ddc_dzo_07274,labeled,Romeo
ddc_dzo_08699,labeled,Romeo
ddc_dzo_02129,labeled,Thinley
ddc_dzo_06441,labeled,Romeo
ddc_dzo_02468,labeled,Romeo
ddc_dzo_04310,labeled,Romeo
ddc_dzo_09631,labeled,Romeo
ddc_dzo_07438,labeled,Romeo
ddc_dzo_00291,labeled,Romeo
ddc_dzo_08632,labeled,Romeo
ddc_dzo_04630,labeled,Romeo
ddc_dzo_08733,labeled,Romeo
ddc_dzo_04623,labeled,Romeo
ddc_dzo_03117,labeled,Thinley
ddc_dzo_04332,labeled,Romeo
ddc_dzo_01109,labeled,Romeo
ddc_dzo_07317,labeled,Romeo
ddc_dzo_03047,labeled,Romeo
ddc_dzo_07195,labeled,Romeo
ddc_dzo_01892,labeled,Romeo
ddc_dzo_06711,labeled,Romeo
ddc_dzo_08774,labeled,Romeo
ddc_dzo_00192,labeled,Romeo
ddc_dzo_08949,labeled,Romeo
ddc_dzo_00638,labeled,Romeo
ddc_dzo_07732,labeled,Romeo
ddc_dzo_09860,labeled,Romeo
ddc_dzo_09516,labeled,Romeo
ddc_dzo_03203,labeled,Dorji
ddc_dzo_08477,labeled,Romeo
ddc_dzo_00527,labeled,Romeo
ddc_dzo_06324,labeled,Romeo
ddc_dzo_06671,labeled,Romeo
ddc_dzo_04102,labeled,Romeo
ddc_dzo_09920,labeled,Romeo
ddc_dzo_01672,labeled,Romeo
ddc_dzo_00706,labeled,Romeo
ddc_dzo_03887,labeled,Romeo
ddc_dzo_07206,labeled,Romeo
ddc_dzo_05691,labeled,Romeo
ddc_dzo_06120,labeled,Romeo
ddc_dzo_07413,labeled,Romeo
ddc_dzo_07555,labeled,Romeo
ddc_dzo_00119,labeled,Romeo
ddc_dzo_02891,labeled,Romeo
ddc_dzo_02519,labeled,Romeo
ddc_dzo_03100,labeled,Romeo
ddc_dzo_00968,labeled,Romeo
ddc_dzo_02976,labeled,Romeo
ddc_dzo_05220,labeled,Romeo
ddc_dzo_00193,labeled,Romeo
ddc_dzo_03288,labeled,Dorji
ddc_dzo_03829,labeled,Romeo
ddc_dzo_09278,labeled,Romeo
ddc_dzo_00866,labeled,Romeo
ddc_dzo_08323,labeled,Romeo
ddc_dzo_01553,labeled,Romeo
ddc_dzo_03356,labeled,Romeo
ddc_dzo_03090,labeled,Romeo
ddc_dzo_07990,labeled,Romeo
ddc_dzo_09075,labeled,Romeo
ddc_dzo_01952,labeled,Romeo
ddc_dzo_06177,labeled,Romeo
ddc_dzo_09305,labeled,Romeo
ddc_dzo_09419,labeled,Romeo
ddc_dzo_04950,labeled,Romeo
ddc_dzo_02177,labeled,Dorji
ddc_dzo_00438,labeled,Romeo
ddc_dzo_01810,labeled,Romeo
ddc_dzo_08993,labeled,Romeo
ddc_dzo_09676,labeled,Romeo
ddc_dzo_05075,labeled,Romeo
ddc_dzo_02415,labeled,Romeo
ddc_dzo_09922,labeled,Romeo
ddc_dzo_09388,labeled,Dorji
ddc_dzo_01459,labeled,Romeo
ddc_dzo_08035,labeled,Romeo
ddc_dzo_01976,labeled,Romeo
ddc_dzo_08698,labeled,Romeo
ddc_dzo_03042,labeled,Romeo
ddc_dzo_00544,labeled,Romeo
ddc_dzo_06323,labeled,Romeo
ddc_dzo_07887,labeled,Romeo
ddc_dzo_04988,labeled,Romeo
ddc_dzo_02060,labeled,Romeo
ddc_dzo_07235,labeled,Dorji
ddc_dzo_04787,labeled,Thinley
ddc_dzo_00843,labeled,Thinley
ddc_dzo_08635,labeled,Thinley
ddc_dzo_01080,labeled,Dorji
ddc_dzo_09520,labeled,Thinley
ddc_dzo_08113,labeled,Thinley
ddc_dzo_02710,labeled,Thinley
ddc_dzo_03462,labeled,Dorji
ddc_dzo_02578,labeled,Thinley
ddc_dzo_03944,labeled,Thinley
ddc_dzo_06379,labeled,Thinley
ddc_dzo_07334,labeled,Thinley
ddc_dzo_07000,labeled,Namgay
ddc_dzo_09244,labeled,Namgay
ddc_dzo_04587,labeled,Namgay
ddc_dzo_07387,labeled,Namgay
ddc_dzo_07103,labeled,Namgay
ddc_dzo_05370,labeled,Namgay
ddc_dzo_08398,labeled,Dorji
ddc_dzo_04850,labeled,Namgay
ddc_dzo_06981,labeled,Namgay
ddc_dzo_01057,labeled,Namgay
ddc_dzo_07077,labeled,Namgay
ddc_dzo_01572,labeled,Dorji
ddc_dzo_03933,labeled,Namgay
ddc_dzo_01388,labeled,Namgay
ddc_dzo_04270,labeled,Namgay
ddc_dzo_06659,labeled,Namgay
ddc_dzo_07253,labeled,Namgay
ddc_dzo_05099,labeled,Namgay
ddc_dzo_04815,labeled,Thinley
ddc_dzo_01342,labeled,Thinley
ddc_dzo_07571,labeled,Thinley
ddc_dzo_06009,labeled,Thinley
ddc_dzo_03332,labeled,Thinley
ddc_dzo_08186,labeled,Thinley
ddc_dzo_09576,labeled,Thinley
ddc_dzo_08573,labeled,Thinley
ddc_dzo_06092,labeled,Thinley
ddc_dzo_01300,labeled,Thinley
ddc_dzo_04558,labeled,Thinley
ddc_dzo_09192,labeled,Thinley
ddc_dzo_08722,labeled,Thinley
ddc_dzo_05328,labeled,Thinley
ddc_dzo_04133,labeled,Thinley
ddc_dzo_00973,labeled,Thinley
ddc_dzo_07139,labeled,Thinley
ddc_dzo_01712,labeled,Thinley
ddc_dzo_09838,labeled,Dorji
ddc_dzo_09714,labeled,Thinley
ddc_dzo_05713,labeled,Thinley
ddc_dzo_01608,labeled,Dorji
ddc_dzo_05765,labeled,Romeo
ddc_dzo_03498,labeled,Romeo
ddc_dzo_04968,labeled,Romeo
ddc_dzo_03016,labeled,Romeo
ddc_dzo_07968,labeled,Romeo
ddc_dzo_02932,labeled,Romeo
ddc_dzo_08508,labeled,Romeo
ddc_dzo_03130,labeled,Romeo
ddc_dzo_08368,labeled,Romeo
ddc_dzo_05636,labeled,Romeo
ddc_dzo_03717,labeled,Romeo
ddc_dzo_03455,labeled,Romeo
ddc_dzo_00452,labeled,Romeo
ddc_dzo_06063,labeled,Romeo
ddc_dzo_00694,labeled,Romeo
ddc_dzo_08400,labeled,Romeo
ddc_dzo_09458,labeled,Romeo
ddc_dzo_05590,labeled,Romeo
ddc_dzo_05408,labeled,Romeo
ddc_dzo_09306,labeled,Romeo
ddc_dzo_07259,labeled,Romeo
ddc_dzo_08966,labeled,Romeo
ddc_dzo_07210,labeled,Romeo
ddc_dzo_03546,labeled,Romeo
ddc_dzo_02133,labeled,Romeo
ddc_dzo_05811,labeled,Romeo
ddc_dzo_04883,labeled,Romeo
ddc_dzo_05210,labeled,Romeo
ddc_dzo_05479,labeled,Romeo
ddc_dzo_02510,labeled,Romeo
ddc_dzo_01246,labeled,Romeo
ddc_dzo_04527,labeled,Romeo
ddc_dzo_08078,labeled,Romeo
ddc_dzo_02249,labeled,Romeo
ddc_dzo_03755,labeled,Romeo
ddc_dzo_04949,labeled,Romeo
ddc_dzo_08126,labeled,Romeo
ddc_dzo_01943,labeled,Romeo
ddc_dzo_06421,labeled,Romeo
ddc_dzo_09727,labeled,Romeo
ddc_dzo_05157,labeled,Romeo
ddc_dzo_09617,labeled,Romeo
ddc_dzo_04411,labeled,Romeo
ddc_dzo_07386,labeled,Romeo
ddc_dzo_09205,labeled,Romeo
ddc_dzo_00362,labeled,Romeo
ddc_dzo_04148,labeled,Romeo
ddc_dzo_05776,labeled,Romeo
ddc_dzo_01999,labeled,Romeo
ddc_dzo_09153,labeled,Romeo
ddc_dzo_03417,labeled,Romeo
ddc_dzo_09562,labeled,Romeo
ddc_dzo_04416,labeled,Romeo
ddc_dzo_00197,labeled,Romeo
ddc_dzo_04455,labeled,Romeo
ddc_dzo_08994,labeled,Romeo
ddc_dzo_09513,labeled,Romeo
ddc_dzo_07591,labeled,Romeo
ddc_dzo_02244,labeled,Romeo
ddc_dzo_08328,labeled,Romeo
ddc_dzo_04342,labeled,Romeo
ddc_dzo_07481,labeled,Romeo
ddc_dzo_07713,labeled,Romeo
ddc_dzo_00961,labeled,Romeo
ddc_dzo_07955,labeled,Romeo
ddc_dzo_00099,labeled,Romeo
ddc_dzo_05745,labeled,Romeo
ddc_dzo_08543,labeled,Romeo
ddc_dzo_06886,labeled,Romeo
ddc_dzo_09061,labeled,Romeo
ddc_dzo_00776,labeled,Romeo
ddc_dzo_07475,labeled,Romeo
ddc_dzo_00494,labeled,Romeo
ddc_dzo_02305,labeled,Romeo
ddc_dzo_04394,labeled,Romeo
ddc_dzo_08353,labeled,Romeo
ddc_dzo_05832,labeled,Romeo
ddc_dzo_02091,labeled,Romeo
ddc_dzo_07116,labeled,Romeo
ddc_dzo_07597,labeled,Romeo
ddc_dzo_05431,labeled,Romeo
ddc_dzo_06328,labeled,Romeo
ddc_dzo_07645,labeled,Romeo
ddc_dzo_01661,labeled,Romeo
ddc_dzo_01513,labeled,Romeo
ddc_dzo_09740,labeled,Romeo
ddc_dzo_06789,labeled,Romeo
ddc_dzo_05193,labeled,Romeo
ddc_dzo_03524,labeled,Romeo
ddc_dzo_01812,labeled,Romeo
ddc_dzo_03724,labeled,Romeo
ddc_dzo_04777,labeled,Romeo
ddc_dzo_03184,labeled,Romeo
ddc_dzo_08872,labeled,Romeo
ddc_dzo_03373,labeled,Romeo
ddc_dzo_08783,labeled,Romeo
ddc_dzo_04031,labeled,Romeo
ddc_dzo_06590,labeled,Romeo
ddc_dzo_01479,labeled,Romeo
ddc_dzo_03932,labeled,Romeo
ddc_dzo_03235,labeled,Romeo
ddc_dzo_06611,labeled,Romeo
ddc_dzo_08305,labeled,Romeo
ddc_dzo_01197,labeled,Romeo
ddc_dzo_04681,labeled,Romeo
ddc_dzo_01167,labeled,Romeo
ddc_dzo_00161,labeled,Romeo
ddc_dzo_08556,labeled,Romeo
ddc_dzo_02964,labeled,Romeo
ddc_dzo_02781,labeled,Romeo
ddc_dzo_01332,labeled,Romeo
ddc_dzo_05264,labeled,Romeo
ddc_dzo_03242,labeled,Romeo
ddc_dzo_03674,labeled,Romeo
ddc_dzo_03002,labeled,Romeo
ddc_dzo_05710,labeled,Romeo
ddc_dzo_00279,labeled,Romeo
ddc_dzo_06462,labeled,Romeo
ddc_dzo_02342,labeled,Romeo
ddc_dzo_03530,labeled,Romeo
ddc_dzo_06827,labeled,Romeo
ddc_dzo_01646,labeled,Romeo
ddc_dzo_02882,labeled,Romeo
ddc_dzo_09918,labeled,Romeo
ddc_dzo_09284,labeled,Romeo
ddc_dzo_01272,labeled,Romeo
ddc_dzo_07853,labeled,Romeo
ddc_dzo_00721,labeled,Romeo
ddc_dzo_03826,labeled,Romeo
ddc_dzo_04371,labeled,Romeo
ddc_dzo_02459,labeled,Romeo
ddc_dzo_01755,labeled,Romeo
ddc_dzo_05293,labeled,Romeo
ddc_dzo_08246,labeled,Romeo
ddc_dzo_02260,labeled,Romeo
ddc_dzo_06395,labeled,Romeo
ddc_dzo_04248,labeled,Romeo
ddc_dzo_05915,labeled,Romeo
ddc_dzo_00135,labeled,Romeo
ddc_dzo_03133,labeled,Romeo
ddc_dzo_05881,labeled,Romeo
ddc_dzo_09125,labeled,Romeo
ddc_dzo_01863,labeled,Romeo
ddc_dzo_09963,labeled,Romeo
ddc_dzo_02112,labeled,Romeo
ddc_dzo_04697,labeled,Romeo
ddc_dzo_07536,labeled,Romeo
ddc_dzo_01910,labeled,Romeo
ddc_dzo_09849,labeled,Romeo
ddc_dzo_04085,labeled,Romeo
ddc_dzo_03610,labeled,Romeo
ddc_dzo_03098,labeled,Romeo
ddc_dzo_00398,labeled,Romeo
ddc_dzo_08948,labeled,Romeo
ddc_dzo_08629,labeled,Romeo
ddc_dzo_00938,labeled,Romeo
ddc_dzo_07708,labeled,Romeo
ddc_dzo_08096,labeled,Romeo
ddc_dzo_09794,labeled,Romeo
ddc_dzo_09473,labeled,Romeo
ddc_dzo_08244,labeled,Romeo
ddc_dzo_04467,labeled,Romeo
ddc_dzo_00553,labeled,Romeo
ddc_dzo_03214,labeled,Romeo
ddc_dzo_06930,labeled,Romeo
ddc_dzo_01518,labeled,Romeo
ddc_dzo_07015,labeled,Romeo
ddc_dzo_04136,labeled,Romeo
ddc_dzo_08930,labeled,Romeo
ddc_dzo_04004,labeled,Romeo
ddc_dzo_03389,labeled,Romeo
ddc_dzo_07241,labeled,Romeo
ddc_dzo_00037,labeled,Romeo
ddc_dzo_08382,labeled,Romeo
ddc_dzo_01392,labeled,Romeo
ddc_dzo_08772,labeled,Romeo
ddc_dzo_05235,labeled,Romeo
ddc_dzo_01277,labeled,Romeo
ddc_dzo_06083,labeled,Romeo
ddc_dzo_01396,labeled,Romeo
ddc_dzo_08978,labeled,Romeo
ddc_dzo_03989,labeled,Romeo
ddc_dzo_04110,labeled,Romeo
ddc_dzo_07046,labeled,Romeo
ddc_dzo_00179,labeled,Romeo
ddc_dzo_08603,labeled,Thinley
ddc_dzo_08992,labeled,Romeo
ddc_dzo_04498,labeled,Romeo
ddc_dzo_01023,labeled,Romeo
ddc_dzo_07418,labeled,Romeo
ddc_dzo_04219,labeled,Romeo
ddc_dzo_08091,labeled,Romeo
ddc_dzo_03961,labeled,Romeo
ddc_dzo_07747,labeled,Romeo
ddc_dzo_09612,labeled,Romeo
ddc_dzo_06884,labeled,Romeo
ddc_dzo_08326,labeled,Romeo
ddc_dzo_01954,labeled,Romeo
ddc_dzo_06699,labeled,Romeo
ddc_dzo_08187,labeled,Romeo
ddc_dzo_00947,labeled,Romeo
ddc_dzo_05347,labeled,Romeo
ddc_dzo_08605,labeled,Romeo
ddc_dzo_03286,labeled,Romeo
ddc_dzo_03828,labeled,Romeo
ddc_dzo_02747,labeled,Romeo
ddc_dzo_04838,labeled,Romeo
ddc_dzo_05298,labeled,Romeo
ddc_dzo_04996,labeled,Romeo
ddc_dzo_02174,labeled,Romeo
ddc_dzo_01532,labeled,Romeo
ddc_dzo_06473,labeled,Romeo
ddc_dzo_08742,labeled,Romeo
ddc_dzo_01228,labeled,Thinley
ddc_dzo_08127,labeled,Romeo
ddc_dzo_04640,labeled,Romeo
ddc_dzo_02805,labeled,Thinley
ddc_dzo_05939,labeled,Romeo
ddc_dzo_09387,labeled,Thinley
ddc_dzo_07271,labeled,Romeo
ddc_dzo_01899,labeled,Romeo
ddc_dzo_05369,labeled,Thinley
ddc_dzo_00972,labeled,Romeo
ddc_dzo_04891,labeled,Romeo
ddc_dzo_04729,labeled,Romeo
ddc_dzo_04538,labeled,Thinley
ddc_dzo_05466,labeled,Thinley
ddc_dzo_06222,labeled,Romeo
ddc_dzo_08541,labeled,Romeo
ddc_dzo_07914,labeled,Romeo
ddc_dzo_00068,labeled,Romeo
ddc_dzo_05517,labeled,Thinley
ddc_dzo_05774,labeled,Romeo
ddc_dzo_09737,labeled,Romeo
ddc_dzo_00857,labeled,Romeo
ddc_dzo_00743,labeled,Romeo
ddc_dzo_02039,labeled,Thinley
ddc_dzo_04301,labeled,Romeo
ddc_dzo_03280,labeled,Romeo
ddc_dzo_07742,labeled,Romeo
ddc_dzo_06570,labeled,Thinley
ddc_dzo_09615,labeled,Thinley
ddc_dzo_04913,labeled,Romeo
ddc_dzo_03007,labeled,Thinley
ddc_dzo_05988,labeled,Romeo
ddc_dzo_07575,labeled,Romeo
ddc_dzo_05052,labeled,Romeo
ddc_dzo_09323,labeled,Romeo
ddc_dzo_09961,labeled,Romeo
ddc_dzo_07506,labeled,Romeo
ddc_dzo_02753,labeled,Romeo
ddc_dzo_04808,labeled,Romeo
ddc_dzo_06660,labeled,Romeo
ddc_dzo_00525,labeled,Romeo
ddc_dzo_03564,labeled,Romeo
ddc_dzo_07801,labeled,Romeo
ddc_dzo_07986,labeled,Romeo
ddc_dzo_09315,labeled,Romeo
ddc_dzo_04359,labeled,Romeo
ddc_dzo_02683,labeled,Romeo
ddc_dzo_05283,labeled,Romeo
ddc_dzo_09796,labeled,Romeo
ddc_dzo_05731,labeled,Romeo
ddc_dzo_02561,labeled,Romeo
ddc_dzo_02159,labeled,Romeo
ddc_dzo_09689,labeled,Romeo
ddc_dzo_04618,labeled,Romeo
ddc_dzo_01028,labeled,Romeo
ddc_dzo_06714,labeled,Romeo
ddc_dzo_00617,labeled,Romeo
ddc_dzo_01844,labeled,Romeo
ddc_dzo_00823,labeled,Romeo
ddc_dzo_09889,labeled,Romeo
ddc_dzo_01795,labeled,Romeo
ddc_dzo_04571,labeled,Romeo
ddc_dzo_01119,labeled,Romeo
ddc_dzo_07819,labeled,Romeo
ddc_dzo_07684,labeled,Romeo
ddc_dzo_06732,labeled,Romeo
ddc_dzo_02396,labeled,Romeo
ddc_dzo_06108,labeled,Romeo
ddc_dzo_08340,labeled,Romeo
ddc_dzo_03001,labeled,Romeo
ddc_dzo_00786,labeled,Romeo
ddc_dzo_05942,labeled,Romeo
ddc_dzo_00352,labeled,Romeo
ddc_dzo_09589,labeled,Romeo
ddc_dzo_07440,labeled,Romeo
ddc_dzo_04163,labeled,Romeo
ddc_dzo_07687,labeled,Romeo
ddc_dzo_00214,labeled,Romeo
ddc_dzo_00322,labeled,Romeo
ddc_dzo_08042,labeled,Romeo
ddc_dzo_06850,labeled,Romeo
ddc_dzo_03208,labeled,Romeo
ddc_dzo_04876,labeled,Romeo
ddc_dzo_00702,labeled,Romeo
ddc_dzo_05487,labeled,Romeo
ddc_dzo_08519,labeled,Romeo
ddc_dzo_08436,labeled,Romeo
ddc_dzo_04072,labeled,Romeo
ddc_dzo_08911,labeled,Romeo
ddc_dzo_04597,labeled,Romeo
ddc_dzo_04398,labeled,Romeo
ddc_dzo_00132,labeled,Romeo
ddc_dzo_07466,labeled,Romeo
ddc_dzo_05631,labeled,Romeo
ddc_dzo_01870,labeled,Romeo
ddc_dzo_05319,labeled,Romeo
ddc_dzo_00916,labeled,Romeo
ddc_dzo_00666,labeled,Romeo
ddc_dzo_03493,labeled,Romeo
ddc_dzo_06449,labeled,Romeo
ddc_dzo_00054,labeled,Romeo
ddc_dzo_04268,labeled,Romeo
ddc_dzo_02795,labeled,Romeo
ddc_dzo_09921,labeled,Romeo
ddc_dzo_00273,labeled,Romeo
ddc_dzo_03381,labeled,Romeo
ddc_dzo_07758,labeled,Thinley
ddc_dzo_07933,labeled,Romeo
ddc_dzo_00235,labeled,Romeo
ddc_dzo_00868,labeled,Romeo
ddc_dzo_07299,labeled,Romeo
ddc_dzo_04935,labeled,Romeo
ddc_dzo_03229,labeled,Romeo
ddc_dzo_07907,labeled,Romeo
ddc_dzo_06762,labeled,Romeo
ddc_dzo_09833,labeled,Romeo
ddc_dzo_06603,labeled,Romeo
ddc_dzo_00482,labeled,Romeo
ddc_dzo_05599,labeled,Thinley
ddc_dzo_07101,labeled,Romeo
ddc_dzo_01175,labeled,Romeo
ddc_dzo_08427,labeled,Thinley
ddc_dzo_05826,labeled,Thinley
ddc_dzo_03834,labeled,Thinley
ddc_dzo_04166,labeled,Thinley
ddc_dzo_01402,labeled,Thinley
ddc_dzo_03948,labeled,Thinley
ddc_dzo_06378,labeled,Thinley
ddc_dzo_06425,labeled,Thinley
ddc_dzo_00948,labeled,Thinley
ddc_dzo_04561,labeled,Thinley
ddc_dzo_03719,labeled,Thinley
ddc_dzo_07266,labeled,Thinley
ddc_dzo_04192,labeled,Thinley
ddc_dzo_03827,labeled,Thinley
ddc_dzo_02449,labeled,Thinley
ddc_dzo_08118,labeled,Thinley
ddc_dzo_05127,labeled,Thinley
ddc_dzo_08995,labeled,Thinley
ddc_dzo_01329,labeled,Thinley
ddc_dzo_04519,labeled,Thinley
ddc_dzo_06966,labeled,Thinley
ddc_dzo_09685,labeled,Thinley
ddc_dzo_09606,labeled,Thinley
ddc_dzo_07635,labeled,Thinley
ddc_dzo_06439,labeled,Thinley
ddc_dzo_06672,labeled,Namgay
ddc_dzo_06082,labeled,Namgay
ddc_dzo_05506,labeled,Namgay
ddc_dzo_04360,labeled,Namgay
ddc_dzo_03690,labeled,Namgay
ddc_dzo_09041,labeled,Namgay
ddc_dzo_03419,labeled,Thinley
ddc_dzo_00635,labeled,Thinley
ddc_dzo_03168,labeled,Thinley
ddc_dzo_01978,labeled,Thinley
ddc_dzo_08697,labeled,Thinley
ddc_dzo_09298,labeled,Thinley
ddc_dzo_09170,labeled,Thinley
ddc_dzo_07509,labeled,Thinley
ddc_dzo_05740,labeled,Thinley
ddc_dzo_09507,labeled,Thinley
ddc_dzo_03885,labeled,Thinley
ddc_dzo_05427,labeled,Thinley
ddc_dzo_06785,labeled,Thinley
ddc_dzo_09887,labeled,Thinley
ddc_dzo_01637,labeled,Thinley
ddc_dzo_07412,labeled,Thinley
ddc_dzo_05164,labeled,Thinley
ddc_dzo_05253,labeled,Thinley
ddc_dzo_04423,labeled,Thinley
ddc_dzo_09270,labeled,Thinley
ddc_dzo_02051,labeled,Thinley
ddc_dzo_07326,labeled,Dorji
ddc_dzo_08228,labeled,Thinley
ddc_dzo_09770,labeled,Dorji
ddc_dzo_06134,labeled,Thinley
ddc_dzo_02658,labeled,Thinley
ddc_dzo_05076,labeled,Dorji
ddc_dzo_05472,labeled,Dorji
ddc_dzo_06866,labeled,Thinley
ddc_dzo_03123,labeled,Thinley
ddc_dzo_01299,labeled,Dorji
ddc_dzo_02893,labeled,Dorji
ddc_dzo_07524,labeled,Dorji
ddc_dzo_03014,labeled,Dorji
ddc_dzo_03387,labeled,Dorji
ddc_dzo_03984,labeled,Dorji
ddc_dzo_08616,labeled,Thinley
ddc_dzo_00935,labeled,Thinley
ddc_dzo_01749,labeled,Dorji
ddc_dzo_05804,labeled,Thinley
ddc_dzo_04373,labeled,Dorji
ddc_dzo_09437,labeled,Dorji
ddc_dzo_09530,labeled,Dorji
ddc_dzo_05867,labeled,Dorji
ddc_dzo_08630,labeled,Dorji
ddc_dzo_00394,labeled,Dorji
ddc_dzo_00794,labeled,Dorji
ddc_dzo_05623,labeled,Dorji
ddc_dzo_06400,labeled,Dorji
ddc_dzo_01787,labeled,Dorji
ddc_dzo_08183,labeled,Dorji
ddc_dzo_06766,labeled,Dorji
ddc_dzo_07815,labeled,Dorji
ddc_dzo_04713,labeled,Dorji
ddc_dzo_03619,labeled,Dorji
ddc_dzo_09748,labeled,Dorji
ddc_dzo_08713,labeled,Thinley
ddc_dzo_00996,labeled,Thinley
ddc_dzo_00503,labeled,Thinley
ddc_dzo_06720,labeled,Thinley
ddc_dzo_08916,labeled,Thinley
ddc_dzo_04845,labeled,Dorji
ddc_dzo_08071,labeled,Dorji
ddc_dzo_01918,labeled,Dorji
ddc_dzo_08350,labeled,Dorji
ddc_dzo_00556,labeled,Dorji
ddc_dzo_08445,labeled,Dorji
ddc_dzo_04803,labeled,Dorji
ddc_dzo_09433,labeled,Dorji
ddc_dzo_06496,labeled,Dorji
ddc_dzo_09212,labeled,Dorji
ddc_dzo_02925,labeled,Dorji
ddc_dzo_03127,labeled,Dorji
ddc_dzo_02357,labeled,Dorji
ddc_dzo_05760,labeled,Dorji
ddc_dzo_04985,labeled,Dorji
ddc_dzo_02632,labeled,Dorji
ddc_dzo_09152,labeled,Dorji
ddc_dzo_00457,labeled,Dorji
ddc_dzo_01363,labeled,Dorji
ddc_dzo_00016,labeled,Dorji
ddc_dzo_06943,labeled,Dorji
ddc_dzo_00774,labeled,Dorji
ddc_dzo_05550,labeled,Dorji
ddc_dzo_09204,labeled,Dorji
ddc_dzo_01282,labeled,Dorji
ddc_dzo_01490,labeled,Dorji
ddc_dzo_01422,labeled,Thinley
ddc_dzo_00335,labeled,Thinley
ddc_dzo_05977,labeled,Thinley
ddc_dzo_08762,labeled,Dorji
ddc_dzo_05202,labeled,Dorji
ddc_dzo_05154,labeled,Dorji
ddc_dzo_05357,labeled,Dorji
ddc_dzo_07068,labeled,Nima
ddc_dzo_04441,labeled,Thinley
ddc_dzo_03862,labeled,Nima
ddc_dzo_08571,labeled,Nima
ddc_dzo_05026,labeled,Nima
ddc_dzo_04195,labeled,Thinley
ddc_dzo_02327,labeled,Nima
ddc_dzo_01151,labeled,Dorji
